dataset,feature_a,feature_b,abs_pearson_corr,is_high_redundancy
rea,beta,h_gap,0.0028501118989730863,False
rea,beta,gamma_frac,0.0016133000668096425,False
powery,CR2,CR4,0.06624565884616714,False
powery,CR1,CR3,0.05296560288424837,False
powery,CR2,CR5,0.04676797339220974,False
powery,CR1,CR4,0.035271196198389566,False
powery,CR1,CR6,0.033424488406265794,False
powery,CR3,CR5,0.028960180484268072,False
powery,CR3,CR4,0.0242097522667009,False
powery,CR4,CR6,0.02377787765796164,False
powery,CR2,CR3,0.023186843097256882,False
powery,CR5,CR6,0.01809864474113041,False
powery,CR2,CR6,0.016303787691177973,False
powery,CR1,CR2,0.004363096886325439,False
powery,CR1,CR5,0.00202689898077324,False
powery,CR3,CR6,0.0019085766134807412,False
powery,CR4,CR5,0.0003065816288930546,False
htgr,theta6,theta8,0.04683973345211094,False
htgr,theta2,theta4,0.04683973345211081,False
htgr,theta5,theta7,0.046839733452110684,False
htgr,theta1,theta3,0.04683973345211064,False
htgr,theta7,theta8,0.03853703426389072,False
htgr,theta5,theta6,0.03853703426389065,False
htgr,theta1,theta2,0.03853703426389064,False
htgr,theta3,theta4,0.0385370342638906,False
htgr,theta2,theta6,0.035304010019110765,False
htgr,theta3,theta7,0.03530401001911068,False
htgr,theta1,theta5,0.03453127309047449,False
htgr,theta4,theta8,0.03453127309047438,False
htgr,theta3,theta8,0.034317690718965475,False
htgr,theta4,theta7,0.034317690718965364,False
htgr,theta1,theta6,0.034317690718965344,False
htgr,theta2,theta5,0.034317690718965274,False
htgr,theta3,theta6,0.026903630537667776,False
htgr,theta2,theta7,0.02690363053766769,False
htgr,theta1,theta4,0.019600090639361707,False
htgr,theta5,theta8,0.019600090639361523,False
htgr,theta3,theta5,0.010767724606169352,False
htgr,theta1,theta7,0.01076772460616925,False
htgr,theta2,theta8,0.01076772460616923,False
htgr,theta4,theta6,0.010767724606169224,False
htgr,theta1,theta8,0.0034181828864681906,False
htgr,theta4,theta5,0.0034181828864680206,False
htgr,theta2,theta3,0.0006469306321272626,False
htgr,theta6,theta7,0.0006469306321272404,False
microreactor,theta3,theta8,0.08938736776436157,False
microreactor,theta2,theta7,0.07046016827765328,False
microreactor,theta1,theta8,0.0703293019209037,False
microreactor,theta4,theta5,0.057375069557432726,False
microreactor,theta3,theta5,0.04490399873789179,False
microreactor,theta1,theta3,0.04286653863006116,False
microreactor,theta2,theta8,0.039034951372666354,False
microreactor,theta1,theta7,0.03782979449960911,False
microreactor,theta1,theta6,0.037646126482885164,False
microreactor,theta6,theta7,0.030865842668884685,False
microreactor,theta4,theta7,0.02894675520377864,False
microreactor,theta2,theta3,0.028670112923711088,False
microreactor,theta4,theta6,0.01989472892419148,False
microreactor,theta6,theta8,0.01870666039284647,False
microreactor,theta2,theta5,0.016434826626665188,False
microreactor,theta5,theta8,0.01565949789242119,False
microreactor,theta2,theta6,0.0131321644508483,False
microreactor,theta2,theta4,0.012587055849230634,False
microreactor,theta7,theta8,0.011729572654943697,False
microreactor,theta3,theta7,0.011321198531429901,False
microreactor,theta1,theta4,0.00973265937900398,False
microreactor,theta5,theta6,0.008543273136465655,False
microreactor,theta3,theta4,0.00827113402579386,False
microreactor,theta1,theta5,0.006045434841575066,False
microreactor,theta1,theta2,0.004905664547663284,False
microreactor,theta4,theta8,0.003365712338215808,False
microreactor,theta3,theta6,0.0013651711221796833,False
microreactor,theta5,theta7,0.0007455727143754669,False
